border,date,measure,value,average
US-Mexico Border,06/01/2011 12:00:00 AM,Pedestrians,3168800,3346692
US-Canada Border,06/01/2011 12:00:00 AM,Personal Vehicles,2831455,2501310
US-Canada Border,06/01/2011 12:00:00 AM,Trucks,486042,486906
US-Mexico Border,06/01/2011 12:00:00 AM,Trucks,428731,402802
US-Canada Border,06/01/2011 12:00:00 AM,Truck Containers Full,360852,382809
US-Mexico Border,06/01/2011 12:00:00 AM,Truck Containers Full,292062,262454
US-Canada Border,06/01/2011 12:00:00 AM,Bus Passengers,246356,265250
US-Mexico Border,06/01/2011 12:00:00 AM,Bus Passengers,207947,216666
US-Mexico Border,06/01/2011 12:00:00 AM,Truck Containers Empty,135164,134856
US-Canada Border,06/01/2011 12:00:00 AM,Truck Containers Empty,104479,92632
US-Canada Border,06/01/2011 12:00:00 AM,Rail Containers Full,100222,94930
US-Canada Border,06/01/2011 12:00:00 AM,Rail Containers Empty,52888,44024
US-Canada Border,06/01/2011 12:00:00 AM,Train Passengers,35937,31695
US-Canada Border,06/01/2011 12:00:00 AM,Pedestrians,33484,46173
US-Mexico Border,06/01/2011 12:00:00 AM,Rail Containers Empty,33449,31645
US-Mexico Border,06/01/2011 12:00:00 AM,Rail Containers Full,33029,25650
US-Mexico Border,06/01/2011 12:00:00 AM,Buses,16835,19041
US-Canada Border,06/01/2011 12:00:00 AM,Buses,11846,12322
US-Canada Border,06/01/2011 12:00:00 AM,Trains,2219,2233
US-Mexico Border,06/01/2011 12:00:00 AM,Trains,698,678
US-Mexico Border,06/01/2011 12:00:00 AM,Train Passengers,319,646
US-Mexico Border,06/01/2010 12:00:00 AM,Personal Vehicle Passengers,10480768,12511530
US-Mexico Border,06/01/2010 12:00:00 AM,Personal Vehicles,5250093,6271276
US-Canada Border,06/01/2010 12:00:00 AM,Personal Vehicle Passengers,4900372,4935455
US-Mexico Border,06/01/2010 12:00:00 AM,Pedestrians,3158779,3534604
US-Canada Border,06/01/2010 12:00:00 AM,Personal Vehicles,2524937,2477682
US-Canada Border,06/01/2010 12:00:00 AM,Trucks,492507,481306
US-Mexico Border,06/01/2010 12:00:00 AM,Trucks,416531,389072
US-Canada Border,06/01/2010 12:00:00 AM,Truck Containers Full,375122,390496
US-Mexico Border,06/01/2010 12:00:00 AM,Truck Containers Full,280149,244760
US-Canada Border,06/01/2010 12:00:00 AM,Bus Passengers,238559,291942
US-Mexico Border,06/01/2010 12:00:00 AM,Bus Passengers,205173,228158
US-Mexico Border,06/01/2010 12:00:00 AM,Truck Containers Empty,127572,142140
US-Canada Border,06/01/2010 12:00:00 AM,Truck Containers Empty,100694,84570
US-Canada Border,06/01/2010 12:00:00 AM,Rail Containers Full,95351,94510
US-Canada Border,06/01/2010 12:00:00 AM,Pedestrians,47250,45096
US-Canada Border,06/01/2010 12:00:00 AM,Rail Containers Empty,45455,42592
US-Canada Border,06/01/2010 12:00:00 AM,Train Passengers,32824,30566
US-Mexico Border,06/01/2010 12:00:00 AM,Rail Containers Empty,32752,30538
US-Mexico Border,06/01/2010 12:00:00 AM,Rail Containers Full,28192,23109
US-Mexico Border,06/01/2010 12:00:00 AM,Buses,17695,20387
US-Canada Border,06/01/2010 12:00:00 AM,Buses,11991,12654
US-Canada Border,06/01/2010 12:00:00 AM,Trains,2153,2313
US-Mexico Border,06/01/2010 12:00:00 AM,Trains,631,725
US-Mexico Border,06/01/2010 12:00:00 AM,Train Passengers,266,1025
US-Mexico Border,06/01/2009 12:00:00 AM,Personal Vehicle Passengers,11474527,13548532
US-Mexico Border,06/01/2009 12:00:00 AM,Personal Vehicles,5806363,6736188
US-Canada Border,06/01/2009 12:00:00 AM,Personal Vehicle Passengers,4458610,5412300
US-Mexico Border,06/01/2009 12:00:00 AM,Pedestrians,3266188,3803020
US-Canada Border,06/01/2009 12:00:00 AM,Personal Vehicles,2251202,2704163
US-Canada Border,06/01/2009 12:00:00 AM,Trucks,418105,544508
US-Mexico Border,06/01/2009 12:00:00 AM,Trucks,360817,417327
US-Canada Border,06/01/2009 12:00:00 AM,Truck Containers Full,330793,450198
US-Canada Border,06/01/2009 12:00:00 AM,Bus Passengers,229736,354148
US-Mexico Border,06/01/2009 12:00:00 AM,Truck Containers Full,227197,262324
US-Mexico Border,06/01/2009 12:00:00 AM,Bus Passengers,182104,274211
US-Mexico Border,06/01/2009 12:00:00 AM,Truck Containers Empty,132170,152110
US-Canada Border,06/01/2009 12:00:00 AM,Truck Containers Empty,79713,89426
US-Canada Border,06/01/2009 12:00:00 AM,Rail Containers Full,79469,109552
US-Canada Border,06/01/2009 12:00:00 AM,Rail Containers Empty,39392,45791
US-Canada Border,06/01/2009 12:00:00 AM,Pedestrians,38328,51864
US-Canada Border,06/01/2009 12:00:00 AM,Train Passengers,27878,33254
US-Mexico Border,06/01/2009 12:00:00 AM,Rail Containers Empty,26467,34608
US-Mexico Border,06/01/2009 12:00:00 AM,Buses,18092,22682
US-Mexico Border,06/01/2009 12:00:00 AM,Rail Containers Full,15641,30577
US-Canada Border,06/01/2009 12:00:00 AM,Buses,11387,13920
US-Canada Border,06/01/2009 12:00:00 AM,Trains,2053,2573
US-Mexico Border,06/01/2009 12:00:00 AM,Trains,618,832
US-Mexico Border,06/01/2009 12:00:00 AM,Train Passengers,282,1768
US-Mexico Border,06/01/2008 12:00:00 AM,Personal Vehicle Passengers,13058141,14038924
US-Mexico Border,06/01/2008 12:00:00 AM,Personal Vehicles,6505502,6966873
US-Canada Border,06/01/2008 12:00:00 AM,Personal Vehicle Passengers,5228224,5596375
US-Mexico Border,06/01/2008 12:00:00 AM,Pedestrians,3589794,4016246
US-Canada Border,06/01/2008 12:00:00 AM,Personal Vehicles,2670146,2738180
US-Canada Border,06/01/2008 12:00:00 AM,Trucks,518059,570956
US-Mexico Border,06/01/2008 12:00:00 AM,Trucks,425939,408715
US-Canada Border,06/01/2008 12:00:00 AM,Truck Containers Full,420439,479958
US-Canada Border,06/01/2008 12:00:00 AM,Bus Passengers,346933,361362
US-Mexico Border,06/01/2008 12:00:00 AM,Bus Passengers,265628,282794
US-Mexico Border,06/01/2008 12:00:00 AM,Truck Containers Full,261487,263162
US-Mexico Border,06/01/2008 12:00:00 AM,Truck Containers Empty,162605,141614
US-Canada Border,06/01/2008 12:00:00 AM,Rail Containers Full,104171,114934
US-Canada Border,06/01/2008 12:00:00 AM,Truck Containers Empty,94830,84021
US-Canada Border,06/01/2008 12:00:00 AM,Pedestrians,55667,48060
US-Canada Border,06/01/2008 12:00:00 AM,Rail Containers Empty,47578,44004
US-Mexico Border,06/01/2008 12:00:00 AM,Rail Containers Empty,35912,33303
US-Canada Border,06/01/2008 12:00:00 AM,Train Passengers,34564,31944
US-Mexico Border,06/01/2008 12:00:00 AM,Rail Containers Full,29303,31851
US-Mexico Border,06/01/2008 12:00:00 AM,Buses,23424,21940
US-Canada Border,06/01/2008 12:00:00 AM,Buses,13811,14028
US-Canada Border,06/01/2008 12:00:00 AM,Trains,2556,2590
US-Mexico Border,06/01/2008 12:00:00 AM,Train Passengers,1947,1588
US-Mexico Border,06/01/2008 12:00:00 AM,Trains,840,824
US-Mexico Border,06/01/2007 12:00:00 AM,Personal Vehicle Passengers,13083182,14994665
US-Mexico Border,06/01/2007 12:00:00 AM,Personal Vehicles,6582985,7350761
US-Canada Border,06/01/2007 12:00:00 AM,Personal Vehicle Passengers,5376049,5816701
US-Mexico Border,06/01/2007 12:00:00 AM,Pedestrians,4331611,3700882
US-Canada Border,06/01/2007 12:00:00 AM,Personal Vehicles,2704826,2771534
US-Canada Border,06/01/2007 12:00:00 AM,Trucks,551073,590840
US-Canada Border,06/01/2007 12:00:00 AM,Truck Containers Full,461833,498084
US-Mexico Border,06/01/2007 12:00:00 AM,Trucks,414625,402805
US-Canada Border,06/01/2007 12:00:00 AM,Bus Passengers,381684,341041
US-Mexico Border,06/01/2007 12:00:00 AM,Bus Passengers,294326,271263
US-Mexico Border,06/01/2007 12:00:00 AM,Truck Containers Full,271460,254864
US-Mexico Border,06/01/2007 12:00:00 AM,Truck Containers Empty,142058,141171
US-Canada Border,06/01/2007 12:00:00 AM,Rail Containers Full,112337,117530
US-Canada Border,06/01/2007 12:00:00 AM,Truck Containers Empty,82256,85786
US-Canada Border,06/01/2007 12:00:00 AM,Rail Containers Empty,45985,42024
US-Canada Border,06/01/2007 12:00:00 AM,Pedestrians,40587,55532
US-Mexico Border,06/01/2007 12:00:00 AM,Rail Containers Empty,35358,31248
US-Canada Border,06/01/2007 12:00:00 AM,Train Passengers,34247,29640
US-Mexico Border,06/01/2007 12:00:00 AM,Rail Containers Full,33376,30326
US-Mexico Border,06/01/2007 12:00:00 AM,Buses,21977,21902
US-Canada Border,06/01/2007 12:00:00 AM,Buses,14099,13958
US-Canada Border,06/01/2007 12:00:00 AM,Trains,2469,2712
US-Mexico Border,06/01/2007 12:00:00 AM,Train Passengers,1553,1624
US-Mexico Border,06/01/2007 12:00:00 AM,Trains,863,784
US-Mexico Border,06/01/2006 12:00:00 AM,Personal Vehicle Passengers,14351470,15637860
US-Mexico Border,06/01/2006 12:00:00 AM,Personal Vehicles,7177380,7524142
US-Canada Border,06/01/2006 12:00:00 AM,Personal Vehicle Passengers,5759598,5873804
US-Mexico Border,06/01/2006 12:00:00 AM,Pedestrians,3614010,3787754
US-Canada Border,06/01/2006 12:00:00 AM,Personal Vehicles,2720538,2822530
US-Canada Border,06/01/2006 12:00:00 AM,Trucks,582843,598837
US-Canada Border,06/01/2006 12:00:00 AM,Truck Containers Full,488529,507638
US-Mexico Border,06/01/2006 12:00:00 AM,Trucks,417233,388377
US-Canada Border,06/01/2006 12:00:00 AM,Bus Passengers,284032,398050
US-Mexico Border,06/01/2006 12:00:00 AM,Truck Containers Full,264514,245215
US-Mexico Border,06/01/2006 12:00:00 AM,Bus Passengers,248200,294326
US-Mexico Border,06/01/2006 12:00:00 AM,Truck Containers Empty,141908,140434
US-Canada Border,06/01/2006 12:00:00 AM,Rail Containers Full,118525,116536
US-Canada Border,06/01/2006 12:00:00 AM,Truck Containers Empty,89573,82000
US-Canada Border,06/01/2006 12:00:00 AM,Rail Containers Empty,43781,40266
US-Mexico Border,06/01/2006 12:00:00 AM,Rail Containers Empty,34619,27877
US-Canada Border,06/01/2006 12:00:00 AM,Pedestrians,34172,76892
US-Canada Border,06/01/2006 12:00:00 AM,Train Passengers,33429,25850
US-Mexico Border,06/01/2006 12:00:00 AM,Rail Containers Full,33236,27417
US-Mexico Border,06/01/2006 12:00:00 AM,Buses,21135,22669
US-Canada Border,06/01/2006 12:00:00 AM,Buses,11425,16490
US-Canada Border,06/01/2006 12:00:00 AM,Trains,2754,2669
US-Mexico Border,06/01/2006 12:00:00 AM,Train Passengers,1953,1294
US-Mexico Border,06/01/2006 12:00:00 AM,Trains,871,698
US-Mexico Border,06/01/2005 12:00:00 AM,Personal Vehicle Passengers,15208613,16067106
US-Mexico Border,06/01/2005 12:00:00 AM,Personal Vehicles,7579806,7468478
US-Canada Border,06/01/2005 12:00:00 AM,Personal Vehicle Passengers,5680322,6067286
US-Mexico Border,06/01/2005 12:00:00 AM,Pedestrians,3706847,3868662
US-Canada Border,06/01/2005 12:00:00 AM,Personal Vehicles,2768514,2876547
US-Canada Border,06/01/2005 12:00:00 AM,Trucks,599366,598308
US-Canada Border,06/01/2005 12:00:00 AM,Truck Containers Full,516939,498338
US-Mexico Border,06/01/2005 12:00:00 AM,Trucks,402530,374224
US-Canada Border,06/01/2005 12:00:00 AM,Bus Passengers,377301,418798
US-Mexico Border,06/01/2005 12:00:00 AM,Bus Passengers,284195,304456
US-Mexico Border,06/01/2005 12:00:00 AM,Truck Containers Full,261973,228457
US-Mexico Border,06/01/2005 12:00:00 AM,Truck Containers Empty,136352,144516
US-Canada Border,06/01/2005 12:00:00 AM,Rail Containers Full,115867,117205
US-Canada Border,06/01/2005 12:00:00 AM,Truck Containers Empty,82825,81174
US-Canada Border,06/01/2005 12:00:00 AM,Pedestrians,46147,107638
US-Canada Border,06/01/2005 12:00:00 AM,Rail Containers Empty,41533,39000
US-Canada Border,06/01/2005 12:00:00 AM,Train Passengers,29985,21716
US-Mexico Border,06/01/2005 12:00:00 AM,Rail Containers Empty,29104,26650
US-Mexico Border,06/01/2005 12:00:00 AM,Rail Containers Full,28567,26267
US-Mexico Border,06/01/2005 12:00:00 AM,Buses,21652,23686
US-Canada Border,06/01/2005 12:00:00 AM,Buses,15819,17162
US-Canada Border,06/01/2005 12:00:00 AM,Trains,2543,2795
US-Mexico Border,06/01/2005 12:00:00 AM,Train Passengers,1458,1129
US-Mexico Border,06/01/2005 12:00:00 AM,Trains,746,649
US-Mexico Border,06/01/2004 12:00:00 AM,Personal Vehicle Passengers,15472223,16661990
US-Mexico Border,06/01/2004 12:00:00 AM,Personal Vehicles,7463593,7473362
US-Canada Border,06/01/2004 12:00:00 AM,Personal Vehicle Passengers,5754678,6379894
US-Mexico Border,06/01/2004 12:00:00 AM,Pedestrians,3802239,3935085
US-Canada Border,06/01/2004 12:00:00 AM,Personal Vehicles,2806868,2946226
US-Canada Border,06/01/2004 12:00:00 AM,Trucks,621375,575242
US-Canada Border,06/01/2004 12:00:00 AM,Truck Containers Full,520658,476019
US-Canada Border,06/01/2004 12:00:00 AM,Bus Passengers,420414,417182
US-Mexico Border,06/01/2004 12:00:00 AM,Trucks,388085,360362
US-Mexico Border,06/01/2004 12:00:00 AM,Bus Passengers,269391,339522
US-Mexico Border,06/01/2004 12:00:00 AM,Truck Containers Full,245220,211694
US-Mexico Border,06/01/2004 12:00:00 AM,Truck Containers Empty,141568,147464
US-Canada Border,06/01/2004 12:00:00 AM,Rail Containers Full,127779,106631
US-Canada Border,06/01/2004 12:00:00 AM,Pedestrians,113083,102194
US-Canada Border,06/01/2004 12:00:00 AM,Truck Containers Empty,83167,79180
US-Canada Border,06/01/2004 12:00:00 AM,Rail Containers Empty,40716,37283
US-Mexico Border,06/01/2004 12:00:00 AM,Rail Containers Empty,28743,24557
US-Mexico Border,06/01/2004 12:00:00 AM,Rail Containers Full,28440,24094
US-Mexico Border,06/01/2004 12:00:00 AM,Buses,21306,26066
US-Canada Border,06/01/2004 12:00:00 AM,Buses,17439,16884
US-Canada Border,06/01/2004 12:00:00 AM,Train Passengers,16285,27146
US-Canada Border,06/01/2004 12:00:00 AM,Trains,2832,2758
US-Mexico Border,06/01/2004 12:00:00 AM,Train Passengers,1050,1208
US-Mexico Border,06/01/2004 12:00:00 AM,Trains,646,652
US-Mexico Border,06/01/2003 12:00:00 AM,Personal Vehicle Passengers,16218650,17105330
US-Mexico Border,06/01/2003 12:00:00 AM,Personal Vehicles,7415604,7531119
US-Canada Border,06/01/2003 12:00:00 AM,Personal Vehicle Passengers,5732197,7027591
US-Mexico Border,06/01/2003 12:00:00 AM,Pedestrians,3873916,3996254
US-Canada Border,06/01/2003 12:00:00 AM,Personal Vehicles,2748647,3143804
US-Canada Border,06/01/2003 12:00:00 AM,Trucks,569033,581450
US-Canada Border,06/01/2003 12:00:00 AM,Truck Containers Full,474850,477188
US-Canada Border,06/01/2003 12:00:00 AM,Bus Passengers,369731,464632
US-Mexico Border,06/01/2003 12:00:00 AM,Trucks,355396,365328
US-Mexico Border,06/01/2003 12:00:00 AM,Bus Passengers,321380,357664
US-Mexico Border,06/01/2003 12:00:00 AM,Truck Containers Full,216733,206656
US-Mexico Border,06/01/2003 12:00:00 AM,Truck Containers Empty,139079,155848
US-Canada Border,06/01/2003 12:00:00 AM,Pedestrians,110613,93776
US-Canada Border,06/01/2003 12:00:00 AM,Rail Containers Full,109491,103771
US-Canada Border,06/01/2003 12:00:00 AM,Truck Containers Empty,76182,82179
US-Canada Border,06/01/2003 12:00:00 AM,Rail Containers Empty,38258,36308
US-Mexico Border,06/01/2003 12:00:00 AM,Buses,28557,23576
US-Canada Border,06/01/2003 12:00:00 AM,Train Passengers,26080,28213
US-Mexico Border,06/01/2003 12:00:00 AM,Rail Containers Full,24809,23380
US-Mexico Border,06/01/2003 12:00:00 AM,Rail Containers Empty,24223,24891
US-Canada Border,06/01/2003 12:00:00 AM,Buses,15830,17939
US-Canada Border,06/01/2003 12:00:00 AM,Trains,2803,2712
US-Mexico Border,06/01/2003 12:00:00 AM,Train Passengers,1011,1405
US-Mexico Border,06/01/2003 12:00:00 AM,Trains,662,643
US-Mexico Border,06/01/2002 12:00:00 AM,Personal Vehicle Passengers,16477289,17733370
US-Mexico Border,06/01/2002 12:00:00 AM,Personal Vehicles,7405296,7656942
US-Canada Border,06/01/2002 12:00:00 AM,Personal Vehicle Passengers,6293288,7761894
US-Mexico Border,06/01/2002 12:00:00 AM,Pedestrians,4001029,3991478
US-Canada Border,06/01/2002 12:00:00 AM,Personal Vehicles,2930569,3357038
US-Canada Border,06/01/2002 12:00:00 AM,Trucks,577980,584919
US-Canada Border,06/01/2002 12:00:00 AM,Truck Containers Full,487862,466515
US-Canada Border,06/01/2002 12:00:00 AM,Bus Passengers,428995,500270
US-Mexico Border,06/01/2002 12:00:00 AM,Trucks,359260,371396
US-Mexico Border,06/01/2002 12:00:00 AM,Bus Passengers,321438,393890
US-Mexico Border,06/01/2002 12:00:00 AM,Truck Containers Full,209951,203362
US-Mexico Border,06/01/2002 12:00:00 AM,Truck Containers Empty,153194,158501
US-Canada Border,06/01/2002 12:00:00 AM,Rail Containers Full,110746,96796
US-Canada Border,06/01/2002 12:00:00 AM,Pedestrians,102602,84949
US-Canada Border,06/01/2002 12:00:00 AM,Truck Containers Empty,82224,82134
US-Canada Border,06/01/2002 12:00:00 AM,Rail Containers Empty,39241,33374
US-Canada Border,06/01/2002 12:00:00 AM,Train Passengers,29622,26804
US-Mexico Border,06/01/2002 12:00:00 AM,Rail Containers Empty,26554,23228
US-Mexico Border,06/01/2002 12:00:00 AM,Buses,24370,22781
US-Mexico Border,06/01/2002 12:00:00 AM,Rail Containers Full,23323,23438
US-Canada Border,06/01/2002 12:00:00 AM,Buses,16820,19058
US-Canada Border,06/01/2002 12:00:00 AM,Trains,2646,2778
US-Mexico Border,06/01/2002 12:00:00 AM,Train Passengers,1110,1700
US-Mexico Border,06/01/2002 12:00:00 AM,Trains,638,648
US-Mexico Border,06/01/2001 12:00:00 AM,Personal Vehicle Passengers,17097643,18369097
US-Mexico Border,06/01/2001 12:00:00 AM,Personal Vehicles,7879076,7434809
US-Canada Border,06/01/2001 12:00:00 AM,Personal Vehicle Passengers,7279995,8243792
US-Mexico Border,06/01/2001 12:00:00 AM,Pedestrians,4298062,3684894
US-Canada Border,06/01/2001 12:00:00 AM,Personal Vehicles,3403191,3310885
US-Canada Border,06/01/2001 12:00:00 AM,Trucks,585144,584694
US-Canada Border,06/01/2001 12:00:00 AM,Bus Passengers,507553,492987
US-Canada Border,06/01/2001 12:00:00 AM,Truck Containers Full,505788,427242
US-Mexico Border,06/01/2001 12:00:00 AM,Trucks,360917,381874
US-Mexico Border,06/01/2001 12:00:00 AM,Bus Passengers,284994,502787
US-Mexico Border,06/01/2001 12:00:00 AM,Truck Containers Full,202048,204676
US-Mexico Border,06/01/2001 12:00:00 AM,Truck Containers Empty,160412,156590
US-Canada Border,06/01/2001 12:00:00 AM,Rail Containers Full,105921,87671
US-Canada Border,06/01/2001 12:00:00 AM,Pedestrians,96861,73037
US-Canada Border,06/01/2001 12:00:00 AM,Truck Containers Empty,86350,77919
US-Canada Border,06/01/2001 12:00:00 AM,Rail Containers Empty,36753,29994
US-Canada Border,06/01/2001 12:00:00 AM,Train Passengers,26750,26858
US-Mexico Border,06/01/2001 12:00:00 AM,Rail Containers Full,25403,21474
US-Mexico Border,06/01/2001 12:00:00 AM,Buses,23079,22483
US-Mexico Border,06/01/2001 12:00:00 AM,Rail Containers Empty,22901,23554
US-Canada Border,06/01/2001 12:00:00 AM,Buses,18843,19274
US-Canada Border,06/01/2001 12:00:00 AM,Trains,2823,2733
US-Mexico Border,06/01/2001 12:00:00 AM,Train Passengers,1564,1836
US-Mexico Border,06/01/2001 12:00:00 AM,Trains,627,668
US-Mexico Border,06/01/2000 12:00:00 AM,Personal Vehicle Passengers,17950843,18787351
US-Canada Border,06/01/2000 12:00:00 AM,Personal Vehicle Passengers,8378207,8109376
US-Mexico Border,06/01/2000 12:00:00 AM,Personal Vehicles,7777928,7091690
US-Mexico Border,06/01/2000 12:00:00 AM,Pedestrians,3794718,3575070
US-Canada Border,06/01/2000 12:00:00 AM,Personal Vehicles,3270220,3351550
US-Mexico Border,06/01/2000 12:00:00 AM,Bus Passengers,722536,283038
US-Canada Border,06/01/2000 12:00:00 AM,Trucks,613340,556048
US-Canada Border,06/01/2000 12:00:00 AM,Bus Passengers,548269,437705
US-Canada Border,06/01/2000 12:00:00 AM,Truck Containers Full,494281,360204
US-Mexico Border,06/01/2000 12:00:00 AM,Trucks,399610,364139
US-Mexico Border,06/01/2000 12:00:00 AM,Truck Containers Full,212251,197100
US-Mexico Border,06/01/2000 12:00:00 AM,Truck Containers Empty,165332,147847
US-Canada Border,06/01/2000 12:00:00 AM,Rail Containers Full,99322,76020
US-Canada Border,06/01/2000 12:00:00 AM,Truck Containers Empty,91651,64187
US-Canada Border,06/01/2000 12:00:00 AM,Pedestrians,74429,71645
